date_qtr,expectations,import_price,unemp_gap,momentum,dummies,aena_demeaned,fitted,actual,residuals,forecast_error_h1,forecast_error_h2,forecast_error_h3,forecast_error_h4
2019 Q1,0.6598933250434872,-0.03469019918801636,-0.1913412805443666,0.004528689007369323,0,0.009534252590430354,0.4479247869089039,0.3,-0.14792478690890393,-0.047924786908903894,-0.047924786908903894,-0.047924786908903894,0.052075213091096084
2019 Q2,0.6598933250434872,0.0029809613989894308,-0.19381786783464983,2.2650634669767782e-5,0,-0.006191842733895319,0.4628872265086012,0.4,-0.06288722650860118,-0.06288722650860118,-0.06288722650860118,0.0371127734913988,-0.5628872265086012
2019 Q3,0.6598933250434872,0.02765022847022506,-0.19508538290252825,-0.005475435770346468,0,-0.013260408345113628,0.4737223264957239,0.4,-0.07372232649572386,-0.07372232649572386,0.026277673504276122,-0.5737223264957239,-0.1737223264957239
2019 Q4,0.6598933250434872,0.0054626955852000655,-0.19394039621831216,-9.722898447865407e-4,0,0.024862430256752516,0.49530576482234107,0.4,-0.09530576482234104,0.004694235177658934,-0.5953057648223411,-0.19530576482234108,0.004694235177658934
2020 Q1,0.6598933250434872,0.004690495817818159,-0.19834096604666643,0.0025962099496813088,0,-0.030918810427719354,0.4379202543366008,0.5,0.06207974566339919,-0.5379202543366008,-0.13792025433660082,0.06207974566339919,-0.13792025433660082
2020 Q2,0.6598933250434872,-8.590204692388901e-4,-0.2934701649649152,-3.027480898033568e-4,0,0.020211390520689314,0.38547278204021906,-0.1,-0.48547278204021904,-0.08547278204021908,0.11452721795978094,-0.08547278204021908,0.11452721795978094
2020 Q3,0.6598933250434872,-0.010295971752258654,-0.32041558689236116,-0.03844638294674441,0,-0.01822104333390992,0.27251434011821307,0.3,0.027485659881786917,0.22748565988178693,0.027485659881786917,0.22748565988178693,0.527485659881787
2020 Q4,0.6598933250434872,-0.006775229894622285,-0.3583620799163748,-0.0035898368974126736,0,0.023164596265610626,0.31433077460068803,0.5,0.18566922539931197,-0.014330774600688045,0.18566922539931197,0.485669225399312,0.685669225399312
2021 Q1,0.6598933250434872,0.05322637953728786,-0.3507195119915684,0.00763373150434679,0,-0.07596954644311098,0.29406437765044235,0.3,0.005935622349557634,0.20593562234955765,0.5059356223495577,0.7059356223495576,1.2059356223495576
2021 Q2,0.6598933250434872,0.03780058033841874,-0.28292292148935666,0.02557269081402832,0,0.09715303845911984,0.5374967131656974,0.5,-0.03749671316569736,0.2625032868343027,0.46250328683430264,0.9625032868343026,0.9625032868343026
2021 Q3,0.6598933250434872,-0.007498145356285256,-0.19073825285082865,0.0245373910528386,0.4480777953937003,-0.016291620905771208,0.917980492377141,0.8,-0.11798049237714092,0.08201950762285903,0.582019507622859,0.582019507622859,0.982019507622859
2021 Q4,0.6598933250434872,0.001256332235434629,-0.13165065084454625,0.01779631213911462,0.4480777953937003,-0.019509966380758803,0.9758631475864317,1,0.024136852413568333,0.5241368524135683,0.5241368524135683,0.9241368524135682,0.7241368524135683
2022 Q1,0.6598933250434872,-0.10480229323425894,-0.012581400234172792,-7.72617455719047e-4,0.9724038778678873,0.01708388134759141,1.5312247733348152,1.5,-0.031224773334815215,-0.031224773334815215,0.3687752266651847,0.16877522666518474,-0.33122477333481526
2022 Q2,0.6598933250434872,-0.08245383817671634,0.06395351247364897,0.026426908184670993,0.9724038778678873,-0.03717734814544468,1.6030464372475333,1.5,-0.10304643724753326,0.29695356275246665,0.0969535627524667,-0.4030464372475333,-0.7030464372475332
2022 Q3,0.6598933250434872,0.014723350893390975,0.1608787245032176,0.011342511454692962,0.9724038778678873,0.035559320483951024,1.854801110246627,1.9,0.04519888975337283,-0.15480111024662713,-0.6548011102466271,-0.9548011102466271,-0.6548011102466271
2022 Q4,0.6598933250434872,0.03530511317345779,0.22662725768756148,0.012224501798551389,0.9724038778678873,-0.022996714945836754,1.8834573606251084,1.7,-0.18345736062510842,-0.6834573606251084,-0.9834573606251084,-0.6834573606251084,-0.9834573606251084
2023 Q1,0.6598933250434872,0.02565285055888311,0.24841011037916977,0.0017407735275683732,0.4480777953937003,0.03363803815277323,1.417412893055582,1.2,-0.2174128930555821,-0.517412893055582,-0.2174128930555821,-0.517412893055582,-0.41741289305558205
2023 Q2,0.6598933250434872,4.242413921531126e-4,0.26569466349593285,-0.005454359236431783,0,-0.02276205883238138,0.89779581186276,0.9,0.002204188137239993,0.3022041881372399,0.002204188137239993,0.10220418813723997,0.002204188137239993
2023 Q3,0.6598933250434872,0.048516571495819075,0.25242358873161364,3.3906759547533053e-4,0,0.012599058166368358,0.9737716110327636,1.2,0.2262283889672364,-0.07377161103276353,0.02622838896723645,-0.07377161103276353,-0.1737716110327635
2023 Q4,0.6598933250434872,-0.004417749513284485,0.20539637684769138,-0.002050810966091095,0,-0.015212553322785075,0.8436085880890181,0.9,0.05639141191098196,0.15639141191098194,0.05639141191098196,-0.04360858808901802,-0.24360858808901809
2024 Q1,0.6598933250434872,0.016101772165490396,0.19236287353340029,-0.009604757160165194,0,0.01804670873473021,0.8767999223169429,1,0.12320007768305707,0.023200077683057097,-0.07679992231694288,-0.27679992231694295,-0.17679992231694297
2024 Q2,0.6598933250434872,0.030485567931416283,0.15179163898774856,-1.897674298588931e-4,0,-0.04064007137938618,0.801340693153407,0.9,0.09865930684659308,-0.0013406931534069022,-0.20134069315340697,-0.10134069315340699,-0.10134069315340699
2024 Q3,0.6598933250434872,-0.04149671490600832,0.12416462531214202,-0.005610864272089216,0,0.01051950013248252,0.7474698713100141,0.8,0.052530128689985967,-0.1474698713100141,-0.04746987131001412,-0.04746987131001412,0.2525301286899859
2024 Q4,0.6598933250434872,-0.005694059198590764,0.12987353346548586,-0.003013134499178844,0,0.018417187481106323,0.7994768522923097,0.6,-0.19947685229230971,-0.09947685229230974,-0.09947685229230974,0.2005231477076903,NA
2025 Q1,0.6598933250434872,0.002959528502797252,0.11103990810571338,0.004695465203125818,0,-0.0012025658877937813,0.7773856609673299,0.7,-0.0773856609673299,-0.0773856609673299,0.22261433903267014,NA,NA
2025 Q2,0.6598933250434872,-1.2751685535253646e-5,0.10115652143662121,-0.002819006570476591,0,0.004752719982281375,0.7629708082063779,0.7,-0.0629708082063779,0.23702919179362214,NA,NA,NA
2025 Q3,0.6598933250434872,-0.025561473932087433,0.08192843577767962,-0.003266497604077216,0,-0.01874867854554302,0.6942451107394592,1,0.30575488926054084,NA,NA,NA,NA
