date,DLNULC,DLAENA,dl4pmcg,LUR,DLPTM,PIE_RBAQ,DLWPI,LUR_full,DLPTM_full,dummy1,dummy2,dummy3,dummy4
2009 Q2,-0.8785116776917512,0.5,12.903025974373161,5.729036,0.7,0.62803,0.7920833491444235,5.729036,0.7,0,0,0,0
2009 Q3,0.9872848862003014,2.2,6.166011635755986,5.683215466666667,0.7,0.64717,0.39370129593390146,5.683215466666667,0.7,0,0,0,0
2009 Q4,0.824607861511284,0.5,-12.760168444084918,5.5578409,0.8,0.6594,0.782782862024689,5.5578409,0.8,0,0,0,0
2010 Q1,1.3461693814744935,0.5,-14.112877009846336,5.3289932,0.8,0.67352,0.9699397088713368,5.3289932,0.8,0,0,0,0
2010 Q2,2.0535648396790673,2.1,-7.654007712233479,5.290939833333333,0.4,0.68211,0.7692345623156349,5.290939833333333,0.4,0,0,0,0
2010 Q3,1.5066098398969219,2.2,-3.0829158019901826,5.124916533333333,0.6,0.67211,1.048127746758265,5.124916533333333,0.6,0,0,0,0
2010 Q4,1.3170247147473058,1.4,-2.3438572972017013,5.090326233333333,0.4,0.68018,1.037255881562249,5.090326233333333,0.4,0,0,0,0
2011 Q1,2.2021026602847327,-0.1,-4.185525773661247,4.9672569,0.8,0.69473,0.9337135995940216,4.9672569,0.8,0,0,0,0
2011 Q2,0.51669155834837,2.4,-5.84962066816086,4.9632171666666665,0.8,0.68411,0.740744127786197,4.9632171666666665,0.8,0,0,0,0
2011 Q3,0.3341312115294759,1.4,-5.760499194271507,5.194893633333333,0.4,0.68203,0.8268306176947071,5.194893633333333,0.4,0,0,0,0
2011 Q4,-0.09984349031431083,0.2,0,5.2052778,0.6,0.69299,1.001373866050237,5.2052778,0.6,0,0,0,0
2012 Q1,1.204666304513613,1.2,-2.2111453607431386,5.1409404,0.4,0.66838,0.9914457057178083,5.1409404,0.4,0,0,0,0
2012 Q2,0.02762798969178082,1,1.197619104671599,5.1192635,0.5,0.66745,0.892863074430128,5.1192635,0.5,0,0,0,0
2012 Q3,-0.7813681038325138,-0.3,0,5.2759066,0.7,0.67207,0.7085946389485898,5.2759066,0.7,0,0,0,0
2012 Q4,0.8921989802700869,0.8,-1.996074256253788,5.366588366666667,0.5,0.65538,0.7912129187949368,5.366588366666667,0.5,0,0,0,0
2013 Q1,-0.06299672614697993,0,0.708863727773501,5.474768766666667,0.5,0.65259,0.6980831141340182,5.474768766666667,0.5,0,0,0,0
2013 Q2,0.57094725735507,0.7,-0.5970166986504211,5.6312682999999994,0.6,0.64866,0.6932436775644923,5.6312682999999994,0.6,0,0,0,0
2013 Q3,-0.12501707232566162,0.7,5.475463371835865,5.7286164,0.7,0.63861,0.5167970158442614,5.7286164,0.7,0,0,0,0
2013 Q4,0.5724652268577657,1.9,4.629088381435409,5.840081433333333,0.8,0.63792,0.6849341845574841,5.840081433333333,0.8,0,0,0,0
2014 Q1,-0.0951952738460271,0.1,7.669939312596341,5.8995707,0.5,0.63805,0.7649846060403753,5.8995707,0.5,0,0,0,0
2014 Q2,0.3792000145289576,0.6,4.964523048916547,5.927679333333333,0.7,0.63818,0.5067578412305984,5.927679333333333,0.7,0,0,0,0
2014 Q3,0.3449481918176289,0.8,-0.19047624806542984,6.169539133333333,0.4,0.63671,0.5879899342879469,6.169539133333333,0.4,0,0,0,0
2014 Q4,0.09435676816980099,0.8,3.8702329019038473,6.253391966666666,0.6,0.63668,0.5845528127435884,6.253391966666666,0.6,0,0,0,0
2015 Q1,-0.6054727796827697,-1.2,4.923510299768541,6.202812866666666,0.6,0.63472,0.581155641477693,6.202812866666666,0.6,0,0,0,0
2015 Q2,0.921017063522811,1.1,6.346957394866681,6.017128733333333,0.6,0.63942,0.4954593124683271,6.017128733333333,0.6,0,0,0,0
2015 Q3,-0.0474247808211814,0.5,9.97202349434545,6.178474766666667,0.3,0.63529,0.5749502491260827,6.178474766666667,0.3,0,0,0,0
2015 Q4,0.16932170111643163,0.5,8.430710645999362,5.834532633333334,0.6,0.63102,0.49019706002066954,5.834532633333334,0.6,0,0,0,0
2016 Q1,0.08576164119036278,-0.1,3.9254931018431805,5.796395033333333,0.2,0.61734,0.4878058453432921,5.796395033333333,0.2,0,0,0,0
2016 Q2,-0.41473420799336136,0.5,2.2037031046728828,5.6874937,0.5,0.61779,0.48543784647980814,5.6874937,0.5,0,0,0,0
2016 Q3,1.032987357647741,0.3,-2.092491342424818,5.6576064666666666,0.3,0.58842,0.40273916699824497,5.6576064666666666,0.3,0,0,0,0
2016 Q4,-1.4358968261291682,-0.6,-4.082199452025481,5.733405633333334,0.4,0.58895,0.4811556997222688,5.733405633333334,0.4,0,0,0,0
2017 Q1,0.65505194109019,-0.6,-3.3046485355948008,5.807673066666666,0.5,0.58643,0.5584378293900016,5.807673066666666,0.5,0,0,0,0
2017 Q2,0.7715482733078094,0.9,-0.9636517848274018,5.593200266666667,0.5,0.58349,0.4761913760243708,5.593200266666667,0.5,0,0,0,0
2017 Q3,0.22415972107063808,1,-1.5986130846302515,5.532623233333333,0.4,0.59014,0.4739345363896419,5.532623233333333,0.4,0,0,0,0
2017 Q4,1.2529799446320822,0.8,-0.44424773195608225,5.491421833333333,0.4,0.58338,0.5500996190347607,5.491421833333333,0.4,0,0,0,0
2018 Q1,0.10562149374226948,0.7,-0.5319161477600254,5.545387633333333,0.5,0.58007,0.46911735758801143,5.545387633333333,0.5,0,0,0,0
2018 Q2,0.20151971088024911,0,0.4391750580978737,5.441253533333334,0.4,0.57282,0.6220859875102569,5.441253533333334,0.4,0,0,0,0
2018 Q3,0.876674490265994,0.9,3.5183928124475905,5.1852937,0.4,0.57476,0.6182399908317926,5.1852937,0.4,0,0,0,0
2018 Q4,1.1043132949061452,1.3,3.4999197780220648,5.042751866666666,0.5,0.57908,0.5378422492758439,5.042751866666666,0.5,0,0,0,0
2019 Q1,0.7031411161410817,-0.1,3.2359622773336483,5.0437186333333335,0.3,0.57519,0.5349649747239837,5.0437186333333335,0.3,0,0,0,0
2019 Q2,1.1218512220970478,1.9,2.851165052596638,5.2255074,0.4,0.57519,0.6079046076382433,5.2255074,0.4,0,0,0,0
2019 Q3,0.411179528036143,0.6,2.3068088250274066,5.252756266666666,0.4,0.57519,0.5289018751791552,5.252756266666666,0.4,0,0,0,0
2019 Q4,0.7773673554610228,1.5,2.1268347403926136,5.171337833333333,0.4,0.57519,0.5261192143361626,5.171337833333333,0.4,0,0,0,0
2020 Q1,0.9265624467023725,1.3,2.4650631943442747,5.186909333333333,0.5,0.57519,0.5233656806108655,5.186909333333333,0.5,0,0,0,0
2020 Q2,5.0727669920073275,5.8,3.843413733926049,6.9056799,0,0.57519,0.2234637801416639,6.9056799,0,0,0,1,0
2020 Q3,-1.1839551972131268,-1.8,-0.9333966790475046,7.050215966666666,0.3,0.57519,0.07437709528446135,7.050215966666666,0.3,0,0,0,1
2020 Q4,-1.5044403848114563,-0.2,-2.2989518224698635,6.7729957,0.5,0.57519,0.5190964566970102,6.7729957,0.5,0,0,0,0
2021 Q1,-0.10369113217154613,1.1,-4.464260590811708,5.932969166666667,0.3,0.57519,0.6634746048556295,5.932969166666667,0.3,0,0,0,0
2021 Q2,1.016853518783456,0.1,-6.782259633876109,5.2007346,0.5,0.57519,0.5130095531030499,5.2007346,0.5,0,0,0,0
2021 Q3,2.4737112804426364,2.8,1.1864545956192352,4.664694133333334,0.8,0.57519,0.5103911918175719,4.664694133333334,0.8,1,0,0,0
2021 Q4,-1.0198407556646805,0.6,5.202515398928043,4.6930859,1,0.57519,0.6524126076943304,4.6930859,1,1,0,0,0
2022 Q1,1.1015860105033526,1.5,9.299286684916463,4.0610144,1.5,0.57519,0.6481837602190232,4.0610144,1.5,1,1,0,0
2022 Q2,1.664494873796063,-0.6,8.08520966290951,3.7994325,1.6,0.57519,0.7865610805951384,3.7994325,1.6,1,1,0,0
2022 Q3,2.2890383109042123,0.8,8.939550265436758,3.5227551333333333,1.8,0.57519,0.9922122506315745,3.5227551333333333,1.8,1,1,0,0
2022 Q4,0.8659683527837192,0.2,8.687509078839728,3.4929186333333333,1.7,0.57519,0.8427016161880019,3.4929186333333333,1.7,1,1,0,0
2023 Q1,1.403161803111086,0.8,4.382547954002902,3.6231456333333334,1.2,0.57519,0.9742596198819342,3.6231456333333334,1.2,1,0,0,0
2023 Q2,1.1881353600079914,0.4,6.271647386762602,3.6039779,0.9,0.57519,0.827590930385913,3.6039779,0.9,0,0,0,0
2023 Q3,1.9178419331609464,2.9,1.3772214621226908,3.6488515666666665,1.2,0.57519,1.2965040017289375,3.6488515666666665,1.2,0,0,0,0
2023 Q4,1.71765841244369,2.3,0.5979091056057761,3.899197733333333,0.9,0.57519,1.0789045990818202,3.899197733333333,0.9,0,0,0,0
2024 Q1,0.8384343365973823,0.8,1.0662705744040046,3.9113048,1,0.57519,0.7350517559340908,3.9113048,1,0,0,0,0
2024 Q2,0.9399721796034766,0.7,0.9077218151117172,4.039988866666667,0.9,0.57519,0.8617885619389476,4.039988866666667,0.9,0,0,0,0
2024 Q3,1.1392950344753183,0,1.1333706509849328,4.109908833333333,0.8,0.57519,0.8544251782996781,4.109908833333333,0.8,0,0,0,0
2024 Q4,1.6971057276952473,1.9,0.4460973940624946,4.008619466666667,0.5,0.57519,0.717316411241331,4.008619466666667,0.5,0,0,0,0
2025 Q1,1.2430773801046624,1.2,3.2056416116116537,4.094575966666667,0.7,0.57519,0.9699397088713368,4.094575966666667,0.7,0,0,0,0
2025 Q2,0.6363379164154859,1.4,2.967576814611661,4.157974933333334,0.6,0.57519,0.8330711428428117,4.157974933333334,0.6,0,0,0,0
2025 Q3,1.2068786462299586,1.3,2.0818595756032288,4.3060484,1,0.57519,0.7628771899621078,4.3060484,1,0,0,0,0
2025 Q4,0.5519293141781789,0.4,1.326474865848315,4.2573268,0.9,0.57519,0.8199352148686501,4.2573268,0.9,0,0,0,0
2026 Q1,0.9852231720965277,0.2,-2.2256111517823918,4.223809066666667,0.8,0.57519,0.7509422022131673,4.223809066666667,0.8,0,0,0,0
2026 Q2,1.1265584160728648,1.3,-3.571808260207998,4.434078,0.8,0.57519,0.8072071150646565,4.434078,0.8,0,0,0,0
2026 Q3,1.1265584160728648,1.3,-3.571808260207998,4.4618247,0.8,0.57519,0.8072071150646565,4.4618247,0.8,0,0,0,0
2026 Q4,1.1265584160728648,1.3,-3.571808260207998,4.4618247,0.8,0.57519,0.8072071150646565,4.4618247,0.8,0,0,0,0
2027 Q1,1.1265584160728648,1.3,-3.571808260207998,4.4618247,0.8,0.57519,0.8072071150646565,4.4618247,0.8,0,0,0,0
2027 Q2,0.8823917768967544,0.9335570804100953,-3.571808260207998,4.4618247,0.8,0.57519,0.7922191019467397,4.4618247,0.8,0,0,0,0
