parameter,mean,median,sd,lower5,lower15,upper85,upper95
pt_residuals[65],0.18099702595641912,0.1888198991526136,0.06859832592841045,0.06051597488595729,0.10962160396905282,0.2496031284058291,0.2872839608902829
pt_residuals[66],-0.04097731929139342,-0.042316766236413894,0.06575553460992935,-0.14773337484592647,-0.10382260078957421,0.02622556311445361,0.06546831992110054
pt_residuals[67],0.12787368296187637,0.12927332588907858,0.0683461263358444,0.011975029156036857,0.0525756014607556,0.19736613424188157,0.23442439454121158
pt_residuals[68],-0.1248785612468953,-0.12806166902508992,0.055405957403048295,-0.20332778577014957,-0.18364062978461268,-0.06601440758669412,-0.0322348447225219
pt_residuals[69],0.07580033810090532,0.07564422817044214,0.05891921303551886,-0.01662967341461111,0.020145054967864715,0.14178573269638495,0.17601745164531277
pt_residuals[6],0,0,0,0,0,0,0
pt_residuals[70],0.07482490267917982,0.07377575393167973,0.06123221949233413,-0.020342830374316386,0.012219263345656485,0.14080707407744197,0.17029487436129317
pt_residuals[71],0.1321425883696441,0.1344637814203806,0.06552604654424463,0.02506680538825202,0.07043439596041377,0.19814465227122294,0.24281060405976465
pt_residuals[72],-0.11898404578454334,-0.11598050091828119,0.05985306238709962,-0.21427708764692108,-0.1754530918332621,-0.06331571096065094,-0.037149823011694054
pt_residuals[73],0.06910084958833793,0.07282525757137598,0.06680554644851676,-0.04877755565839851,0.0075668199215304585,0.13877376032318528,0.1658797302293065
pt_residuals[74],-0.17937754179627202,-0.18075784204321269,0.05785431411941028,-0.2690903070462408,-0.23219507303210896,-0.12222913946254513,-0.09005971429943016
pt_residuals[75],0.014446537564350706,0.016184919092607275,0.060692753024985974,-0.08208469834796035,-0.0445825391635951,0.0727237722322048,0.11821122873974188
pt_residuals[76],-0.12853510557426262,-0.13129330334943962,0.056515035628774614,-0.22588030638913043,-0.18854274242441244,-0.06356359087932113,-0.034946772962173016
pt_residuals[77],0.0092625687733961775,0.008639063670458524,0.06225705428440955,-0.09669367136704833,-0.058030381366176574,0.06926495415506681,0.10288213705449287
pt_residuals[78],0.05517209698630349,0.053618044458068004,0.06666280055303998,-0.04179167667554462,-0.007591684373652064,0.11979155258882683,0.16245930776610207
pt_residuals[79],0.08615736557103325,0.08043892190539603,0.06212762965929435,-0.01004379646958972,0.02984547114892097,0.15412259469377904,0.19571726225932704
pt_residuals[7],0,0,0,0,0,0,0
pt_residuals[80],-0.07415410521094527,-0.0761074470434017,0.05990173184507978,-0.175123331134768,-0.13449605522244662,-0.013427057555115344,0.013942908002443273
pt_residuals[81],0.004602523498654601,-0.0038306955262678577,0.07073678520215206,-0.10485340001447474,-0.06959620122947034,0.07835848727627938,0.12281020573892511
pt_residuals[82],0.04356342704054178,0.04099312927389101,0.064444462308449,-0.05811707404687393,-0.021848020954883956,0.11634196329413872,0.1356795389839837
pt_residuals[83],-0.03975980914075864,-0.03637534311985477,0.058170703158327494,-0.13147863099391635,-0.10171131547288906,0.024687632016626666,0.05536226408395816
pt_residuals[84],-7.221788070237111e-4,0.0041527827546430085,0.05764777095684402,-0.09601278027081733,-0.06089159525805305,0.053084244317886935,0.0917122566137945
pt_residuals[85],0.03536874723652185,0.0305800802245641,0.061313291546798786,-0.06693352382117425,-0.03118474869458849,0.10191793355212109,0.1333863517900984
pt_residuals[86],-0.10512127625296712,-0.10219656232970592,0.058797880444769385,-0.1998640602184418,-0.16972363306407032,-0.04545973425844232,-0.005440801236354363
pt_residuals[87],-0.02735893642534539,-0.03027311497899146,0.06439173711433707,-0.1253096111438452,-0.0911367706621293,0.040831344632670324,0.07086491055704018
pt_residuals[88],-0.0530755694080192,-0.04983877711592305,0.05517098265266216,-0.13945608202107926,-0.11265051172095332,6.54047366361753e-4,0.043236811373820606
pt_residuals[89],-0.04303183032015623,-0.046346976221577074,0.05646114545815659,-0.12296432902771713,-0.10319437391890718,0.010180643390114147,0.0639794820526922
pt_residuals[8],0.17706983072021543,0.19047392527977414,0.08795025304209574,0.01247098285247014,0.08150290696668377,0.2653340543663869,0.3025191267114606
pt_residuals[90],0.07395234198382722,0.06539568818160366,0.06142679169761416,-0.00658250384775894,0.016383767035837524,0.13729215552398472,0.18682462881492568
pt_residuals[91],-0.3190363980661211,-0.3246184788033447,0.10869861865723533,-0.4681848186550212,-0.43549011857801545,-0.19826215906345449,-0.11864495122703013
pt_residuals[92],-0.044147466812527174,-0.04259694376784659,0.0992867036643306,-0.1870834418352805,-0.1401884651777836,0.06611250643543605,0.10747709721215383
pt_residuals[93],0.10337165254365824,0.10820634905232732,0.09324017384154033,-0.06450992010783356,0.00944336203556013,0.2009670057779884,0.2437606444335155
pt_residuals[94],-0.009003738869506898,-0.008043544118969098,0.11148479308187953,-0.19108565186986895,-0.12568011036820137,0.10424375831527222,0.16266533317604495
pt_residuals[95],0.012090089550119395,0.025354617501581106,0.12867477583353526,-0.21065016859591762,-0.1266109462476395,0.13857659958384452,0.20939387281850189
pt_residuals[96],0.007762636626427035,0.010095973974844574,0.11884029947234996,-0.21268945859905025,-0.11241104106264971,0.12054555526972749,0.19477825736096174
pt_residuals[97],0.0853704305920164,0.08796344447697929,0.09647606954542047,-0.08208785708861026,-0.019499277949223383,0.18744007455996842,0.2390519651228753
