variable,mean,median,lowera,uppera,lowerb,upperb,date,LUR,dl4pmcg,DLWPI_EST
NAIRU[98],4.192183758506114,4.201734449145222,3.7321806864980673,4.623470378033444,3.9458225274638825,4.435001420356273,2022 Q1,4.0610144,9.299286684916463,0.6481837602190232
NAIRU[99],4.1193976284217175,4.188843901703462,3.389172505191627,4.582078887938911,3.8353509447940106,4.4081167945904705,2022 Q2,3.7994325,8.08520966290951,0.7865610805951384
NAIRU[100],4.1009499435942045,4.241484676497171,3.0668750971408563,4.626373180875539,3.543420142946645,4.466185779120668,2022 Q3,3.5227551333333333,8.939550265436758,0.9922122506315745
NAIRU[101],4.067709860490312,4.284083542630883,2.8138017148634096,4.6557677010000535,3.1511869384606643,4.534475831030527,2022 Q4,3.4929186333333333,8.687509078839728,0.8427016161880019
NAIRU[102],4.074716626836281,4.348493983783313,2.683893548672032,4.780429234457996,2.945881405070043,4.587210645698253,2023 Q1,3.6231456333333334,4.382547954002902,0.9742596198819342
NAIRU[103],3.961418495803583,4.333910496359353,2.2760226200362332,4.728719467107229,2.6445899555462247,4.56178328465056,2023 Q2,3.6039779,6.271647386762602,0.827590930385913
NAIRU[104],3.924289614237346,4.3425851888701175,2.048312721726519,4.7397076001763985,2.4486497775919998,4.601739339516428,2023 Q3,3.6488515666666665,1.3772214621226908,1.2965040017289375
NAIRU[105],3.9258164620578704,4.352719298275545,2.0408788126722666,4.718837228269229,2.447419234677645,4.630350801221516,2023 Q4,3.899197733333333,0.5979091056057761,1.0789045990818202
NAIRU[106],3.922837371664446,4.3437784711220555,2.0717140052242042,4.697165477461938,2.495038338988727,4.589785409942665,2024 Q1,3.9113048,1.0662705744040046,0.7350517559340908
NAIRU[107],3.9251534055987203,4.3558883123941285,2.1011709940041325,4.716925032257992,2.516347522542188,4.604816440634074,2024 Q2,4.039988866666667,0.9077218151117172,0.8617885619389476
NAIRU[108],3.984715390522469,4.406397235386025,2.141276204927909,4.800489577541812,2.575816183932903,4.650323787850675,2024 Q3,4.109908833333333,1.1333706509849328,0.8544251782996781
NAIRU[109],3.9773845731693322,4.409258618396927,2.087559527992109,4.802840358009679,2.528226467209636,4.663425670784492,2024 Q4,4.008619466666667,0.4460973940624946,0.717316411241331
NAIRU[110],4.00301663424412,4.4598049342236905,2.0792747164662386,4.918597700802071,2.479557390277732,4.724019123033118,2025 Q1,4.094575966666667,3.2056416116116537,0.9699397088713368
NAIRU[111],4.011418669289355,4.456123076119946,2.0720954701729504,4.9012897958467665,2.479146216144513,4.730452709538818,2025 Q2,4.157974933333334,2.967576814611661,0.8330711428428117
NAIRU[112],4.026009129931759,4.47572447767554,2.0619163324336958,4.947875651011317,2.452884746772827,4.758663652423054,2025 Q3,4.3060484,2.0818595756032288,0.7628771899621078
NAIRU[113],4.052384310338928,4.513614189726898,2.024077565362753,4.941881210925551,2.5217009977261484,4.788023521229444,2025 Q4,4.2573268,1.326474865848315,0.8199352148686501
NAIRU[114],4.056413698921418,4.529457228548649,2.044900121271824,4.902968338389344,2.504858920500209,4.776804134974529,2026 Q1,4.223809066666667,-2.2256111517823918,0.7509422022131673
NAIRU[115],4.0797364114294785,4.5527412633242665,1.9910336634686903,4.994459565816062,2.5632903418512742,4.809421379487294,2026 Q2,4.434078,-3.571808260207998,0.8072071150646565
NAIRU[116],4.089036455712963,4.569923393377518,1.9850749050775858,5.026287039945588,2.4332921665795384,4.85289404588453,2026 Q3,4.4618247,-3.571808260207998,0.8072071150646565
NAIRU[117],4.087276160128275,4.560855315295711,1.9684158785426125,5.065081456909745,2.493617782201428,4.846155624553172,2026 Q4,4.4618247,-3.571808260207998,0.8072071150646565
NAIRU[118],4.091127056245942,4.577665232653693,2.0011274302485647,5.114609293248508,2.4382228165742674,4.891545415107368,2027 Q1,4.4618247,-3.571808260207998,0.8072071150646565
NAIRU[119],4.091157386098789,4.577251099054152,1.9000249212421947,5.106276112655353,2.397439583295328,4.905821040358388,2027 Q2,4.4618247,-3.571808260207998,0.7996293299849486
