period,median,lower90,upper90,date,region
64,4.888047021433076,3.6755824687736594,5.9912740876811785,2013 Q3,TAS
65,4.80463392033115,3.585579024373596,5.894589572797792,2013 Q4,TAS
66,4.72782485533987,3.504994943348305,5.817391943451989,2014 Q1,TAS
67,4.655356611761343,3.425388913703235,5.7455241431028155,2014 Q2,TAS
68,4.595620951226595,3.3885019300042516,5.6903221633870285,2014 Q3,TAS
69,4.560099733305715,3.349115037683013,5.64691066954475,2014 Q4,TAS
70,4.495594433581619,3.2779520592218363,5.566295859364969,2015 Q1,TAS
71,4.461591527933949,3.238560465868971,5.5151661202705,2015 Q2,TAS
72,4.468217090158795,3.273386441220683,5.5241240934677975,2015 Q3,TAS
73,4.45064370895744,3.2688191551386976,5.4939612729217835,2015 Q4,TAS
74,4.429186597837059,3.2498482853546506,5.47848999665012,2016 Q1,TAS
75,4.417857161617104,3.244974800458903,5.46593990165533,2016 Q2,TAS
76,4.419121677072697,3.2524608075955004,5.464866537528209,2016 Q3,TAS
77,4.432782703788273,3.265577989158696,5.467483129645655,2016 Q4,TAS
78,4.469968954581502,3.32083264953262,5.492795286041551,2017 Q1,TAS
79,4.468939187149144,3.3284007954470067,5.501383613759917,2017 Q2,TAS
80,4.514329839530339,3.393687338231643,5.5422643205263675,2017 Q3,TAS
81,4.54114362584906,3.430058835719225,5.570039795354654,2017 Q4,TAS
82,4.5898689447772885,3.4826147060300814,5.592353361682892,2018 Q1,TAS
83,4.5568389521034565,3.445521866829935,5.565669065123834,2018 Q2,TAS
84,4.587061459095764,3.4833578349918852,5.588325482168304,2018 Q3,TAS
85,4.5999461033596365,3.518149048009582,5.6013425382583995,2018 Q4,TAS
86,4.603334937650219,3.508670102280763,5.605244466365928,2019 Q1,TAS
87,4.571654058170822,3.4920234251452635,5.570749834507557,2019 Q2,TAS
88,4.541383771895552,3.4531181450786743,5.532255018648026,2019 Q3,TAS
89,4.576970290591946,3.510743419243553,5.558675420988148,2019 Q4,TAS
90,4.5900931987172315,3.5343546626906113,5.572560289731794,2020 Q1,TAS
91,4.710878107331127,3.6573538851857554,5.7160311948263205,2020 Q2,TAS
92,4.779218187470072,3.7303755970919243,5.816865915468945,2020 Q3,TAS
93,4.829074391628822,3.783430389462915,5.850201430904107,2020 Q4,TAS
94,4.896511276167401,3.885451554675502,5.909855073872146,2021 Q1,TAS
95,4.9691637215667335,3.980638936516114,6.006170551472473,2021 Q2,TAS
96,5.012910022953344,4.038023046243159,6.050086162418825,2021 Q3,TAS
97,5.131412131395015,4.155638294529442,6.1810855183516225,2021 Q4,TAS
98,5.201932013295043,4.249075358504832,6.267555189855862,2022 Q1,TAS
99,5.226032914662667,4.3047186165237,6.2833726401316365,2022 Q2,TAS
100,5.304751265051427,4.404047108097433,6.3552515076384966,2022 Q3,TAS
101,5.332160332450506,4.4520961812178586,6.3836740541656445,2022 Q4,TAS
102,5.457770066278007,4.543936294941768,6.542517675865721,2023 Q1,TAS
103,5.3325696142150765,4.443037185557281,6.409138650454566,2023 Q2,TAS
104,5.380219699497666,4.468398514474312,6.4588443563661695,2023 Q3,TAS
105,5.221256272050208,4.2831597432643465,6.330556178502522,2023 Q4,TAS
106,5.17620733484198,4.173240878227701,6.309595830874478,2024 Q1,TAS
107,5.16606762344793,4.114416562453753,6.349257968687695,2024 Q2,TAS
108,5.159186176813398,4.032430431425848,6.435395934964276,2024 Q3,TAS
109,5.160193112054209,3.958431290846901,6.505640275790645,2024 Q4,TAS
110,5.162272340330526,3.8885715912571297,6.572956780742672,2025 Q1,TAS
